Fondsposition per,"19.Juli2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"AMBC","AMBAC FINANCIAL GROUP INC","Financials","Aktien","478.489,36","0,01","478.489,36","38.218,00","12,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4549","EIKEN CHEMICAL LTD","Gesundheitsversorgung","Aktien","478.367,81","0,01","478.367,81","32.000,00","14,95","Japan","Tokyo Stock Exchange","JPY"
"6136","OSG CORP","Industrie","Aktien","478.326,82","0,01","478.326,82","36.900,00","12,96","Japan","Tokyo Stock Exchange","JPY"
"LC","LENDINGCLUB CORP","Financials","Aktien","477.718,74","0,01","477.718,74","46.023,00","10,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UNIT","UNITI GROUP INC","Immobilien","Aktien","477.419,58","0,01","477.419,58","129.382,00","3,69","Vereinigte Staaten","NASDAQ","USD"
"VVI","VIAD CORP","Industrie","Aktien","477.677,48","0,01","477.677,48","12.446,00","38,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3186","NEXTAGE LTD","Zyklische Konsumgüter ","Aktien","477.153,84","0,01","477.153,84","37.000,00","12,90","Japan","Tokyo Stock Exchange","JPY"
"6804","HOSIDEN CORP","IT","Aktien","475.581,40","0,01","475.581,40","34.900,00","13,63","Japan","Tokyo Stock Exchange","JPY"
"3191","JOYFUL HONDA LTD","Zyklische Konsumgüter ","Aktien","475.723,14","0,01","475.723,14","34.700,00","13,71","Japan","Tokyo Stock Exchange","JPY"
"LTG","LEARNING TECHNOLOGIES GROUP PLC","Industrie","Aktien","475.795,37","0,01","475.795,37","447.585,00","1,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"MRN","MERSEN SA","Industrie","Aktien","475.612,26","0,01","475.612,26","13.397,00","35,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"8361","OGAKI KYORITSU BANK LTD","Financials","Aktien","475.578,22","0,01","475.578,22","33.300,00","14,28","Japan","Tokyo Stock Exchange","JPY"
"VIR","VIR BIOTECHNOLOGY INC","Gesundheitsversorgung","Aktien","475.622,60","0,01","475.622,60","47.420,00","10,03","Vereinigte Staaten","NASDAQ","USD"
"CLW","CLEARWATER PAPER CORP","Materialien","Aktien","474.866,44","0,01","474.866,44","9.707,00","48,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9882","YELLOW HAT LTD","Zyklische Konsumgüter ","Aktien","473.893,29","0,01","473.893,29","32.000,00","14,81","Japan","Tokyo Stock Exchange","JPY"
"PNTG","PENNANT GROUP INC","Gesundheitsversorgung","Aktien","473.593,00","0,01","473.593,00","17.450,00","27,14","Vereinigte Staaten","NASDAQ","USD"
"FORN","FORBO HOLDING AG","Industrie","Aktien","472.680,21","0,01","472.680,21","400,00","1.181,70","Schweiz","SIX Swiss Exchange","CHF"
"MARR","MARR","Nichtzyklische Konsumgüter","Aktien","471.979,66","0,01","471.979,66","36.238,00","13,02","Italien","Borsa Italiana","EUR"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Industrie","Aktien","472.049,24","0,01","472.049,24","17.342,00","27,22","Vereinigte Staaten","NASDAQ","USD"
"2979","SOSILA LOGISTICS REIT INC","Immobilien","Aktien","472.109,83","0,01","472.109,83","642,00","735,37","Japan","Tokyo Stock Exchange","JPY"
"TLRY","TILRAY BRANDS INC","Gesundheitsversorgung","Aktien","471.446,62","0,01","471.446,62","263.378,00","1,79","Vereinigte Staaten","NASDAQ","USD"
"SBB B","SAMHALLSBYGGNADSBOLAGET I NORDEN C","Immobilien","Aktien","471.039,97","0,01","471.039,97","810.637,00","0,58","Schweden","Nasdaq Omx Nordic","SEK"
"VSAT","VIASAT INC","IT","Aktien","471.052,88","0,01","471.052,88","30.568,00","15,41","Vereinigte Staaten","NASDAQ","USD"
"3697","SHIFT INC","IT","Aktien","470.664,51","0,01","470.664,51","6.600,00","71,31","Japan","Tokyo Stock Exchange","JPY"
"CRL","CAREL","Industrie","Aktien","470.292,93","0,01","470.292,93","25.108,00","18,73","Italien","Borsa Italiana","EUR"
"SIX2","SIXT","Industrie","Aktien","470.285,74","0,01","470.285,74","6.685,00","70,35","Deutschland","Xetra","EUR"
"3762","TECHMATRIX CORP","IT","Aktien","470.237,39","0,01","470.237,39","34.800,00","13,51","Japan","Tokyo Stock Exchange","JPY"
"AOI","AFRICA OIL CORP","Energie","Aktien","469.855,21","0,01","469.855,21","261.074,00","1,80","Kanada","Toronto Stock Exchange","CAD"
"NCC","NCC GROUP PLC","IT","Aktien","469.740,47","0,01","469.740,47","244.077,00","1,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"6890","FERROTEC HOLDINGS CORP","IT","Aktien","469.003,08","0,01","469.003,08","28.100,00","16,69","Japan","Tokyo Stock Exchange","JPY"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Kommunikation","Aktien","468.299,54","0,01","468.299,54","24.302,00","19,27","Vereinigte Staaten","NASDAQ","USD"
"XNCR","XENCOR INC","Gesundheitsversorgung","Aktien","467.705,04","0,01","467.705,04","24.436,00","19,14","Vereinigte Staaten","NASDAQ","USD"
"6368","ORGANO CORP","Industrie","Aktien","467.156,07","0,01","467.156,07","10.000,00","46,72","Japan","Tokyo Stock Exchange","JPY"
"PWP","PERELLA WEINBERG PARTNERS CLASS A","Financials","Aktien","466.650,12","0,01","466.650,12","26.099,00","17,88","Vereinigte Staaten","NASDAQ","USD"
"3116","TOYOTA BOSHOKU CORP","Zyklische Konsumgüter ","Aktien","465.925,26","0,01","465.925,26","35.100,00","13,27","Japan","Tokyo Stock Exchange","JPY"
"7730","MANI INC","Gesundheitsversorgung","Aktien","465.378,97","0,01","465.378,97","34.400,00","13,53","Japan","Tokyo Stock Exchange","JPY"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Immobilien","Aktien","465.132,00","0,01","465.132,00","77.522,00","6,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IFL","INSIGNIA FINANCIAL LTD","Financials","Aktien","464.776,07","0,01","464.776,07","291.730,00","1,59","Australien","Asx - All Markets","AUD"
"SNI","STOLT-NIELSEN LTD","Industrie","Aktien","464.812,77","0,01","464.812,77","11.697,00","39,74","Norwegen","Oslo Bors Asa","NOK"
"SZU","SUEDZUCKER AG","Nichtzyklische Konsumgüter","Aktien","464.585,04","0,01","464.585,04","35.730,00","13,00","Deutschland","Xetra","EUR"
"HSBFT","CASH COLLATERAL EUR HSBFT","Cash und/oder Derivate","Cash Collateral and Margins","463.909,64","0,01","463.909,64","425.996,00","108,90","Europäische Union","-","EUR"
"DXPE","DXP ENTERPRISES INC","Industrie","Aktien","463.824,52","0,01","463.824,52","9.134,00","50,78","Vereinigte Staaten","NASDAQ","USD"
"8368","HYAKUGO BANK LTD","Financials","Aktien","463.937,46","0,01","463.937,46","109.600,00","4,23","Japan","Tokyo Stock Exchange","JPY"
"CFB","CROSSFIRST BANKSHARES INC","Financials","Aktien","463.108,56","0,01","463.108,56","25.959,00","17,84","Vereinigte Staaten","NASDAQ","USD"
"7296","FCC LTD","Zyklische Konsumgüter ","Aktien","462.641,50","0,01","462.641,50","30.700,00","15,07","Japan","Tokyo Stock Exchange","JPY"
"FIE","FIELMANN GROUP AG","Zyklische Konsumgüter ","Aktien","462.916,15","0,01","462.916,15","10.097,00","45,85","Deutschland","Xetra","EUR"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Financials","Aktien","462.867,82","0,01","462.867,82","70.847,00","6,53","Australien","Asx - All Markets","AUD"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Gesundheitsversorgung","Aktien","462.001,80","0,01","462.001,80","19.420,00","23,79","Vereinigte Staaten","NASDAQ","USD"
"6287","SATO HOLDINGS CORP","Industrie","Aktien","461.820,96","0,01","461.820,96","33.300,00","13,87","Japan","Tokyo Stock Exchange","JPY"
"WTE","WESTSHORE TERMINALS INVESTMENT COR","Industrie","Aktien","460.595,47","0,01","460.595,47","27.189,00","16,94","Kanada","Toronto Stock Exchange","CAD"
"6707","SANKEN ELECTRIC LTD","IT","Aktien","460.037,50","0,01","460.037,50","9.400,00","48,94","Japan","Tokyo Stock Exchange","JPY"
"MLAB","MESA LABORATORIES INC","Gesundheitsversorgung","Aktien","458.645,04","0,01","458.645,04","4.242,00","108,12","Vereinigte Staaten","NASDAQ","USD"
"VZIO","VIZIO HOLDING CORP CLASS A","Zyklische Konsumgüter ","Aktien","458.799,53","0,01","458.799,53","41.747,00","10,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"COPN","COSMO PHARMACEUTICALS NV","Gesundheitsversorgung","Aktien","458.335,04","0,01","458.335,04","5.954,00","76,98","Schweiz","SIX Swiss Exchange","CHF"
"HY","HYSTER YALE INC CLASS A","Industrie","Aktien","457.607,49","0,01","457.607,49","6.401,00","71,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RFF","RURAL FUND GROUP STAPLED UNITS","Immobilien","Aktien","457.629,10","0,01","457.629,10","335.118,00","1,37","Australien","Asx - All Markets","AUD"
"3290","ONE REIT INC","Immobilien","Aktien","457.104,90","0,01","457.104,90","278,00","1.644,26","Japan","Tokyo Stock Exchange","JPY"
"3433","TOCALO LTD","Industrie","Aktien","457.057,87","0,01","457.057,87","36.100,00","12,66","Japan","Tokyo Stock Exchange","JPY"
"BOE","BOSS ENERGY LTD","Energie","Aktien","456.448,33","0,01","456.448,33","182.320,00","2,50","Australien","Asx - All Markets","AUD"
"IDT","IDT CORP CLASS B","Kommunikation","Aktien","456.173,00","0,01","456.173,00","12.329,00","37,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","455.524,20","0,01","455.524,20","4.860.398,00","9,37","Schweden","-","SEK"
"TNXT","TINEXTA","Industrie","Aktien","455.651,54","0,01","455.651,54","25.145,00","18,12","Italien","Borsa Italiana","EUR"
"DNORD","DAMPSKIBSSELSKABET NORDEN","Industrie","Aktien","454.975,70","0,01","454.975,70","10.510,00","43,29","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CRAI","CRA INTERNATIONAL INC","Industrie","Aktien","454.635,72","0,01","454.635,72","2.556,00","177,87","Vereinigte Staaten","NASDAQ","USD"
"CREI","CUSTODIAN PROPERTY INCOME REIT PLC","Immobilien","Aktien","454.209,74","0,01","454.209,74","456.097,00","1,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCATC","SCATEC SOLAR","Versorger","Aktien","454.288,95","0,01","454.288,95","57.227,00","7,94","Norwegen","Oslo Bors Asa","NOK"
"2175","SMS LTD","Industrie","Aktien","453.900,28","0,01","453.900,28","34.600,00","13,12","Japan","Tokyo Stock Exchange","JPY"
"IAS","INTEGRAL AD SCIENCE HOLDING CORP","Kommunikation","Aktien","452.957,75","0,01","452.957,75","44.191,00","10,25","Vereinigte Staaten","NASDAQ","USD"
"EQTL","EQUITAL LTD","Energie","Aktien","452.773,70","0,01","452.773,70","13.193,00","34,32","Israel","Tel Aviv Stock Exchange","ILS"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Immobilien","Aktien","452.879,95","0,01","452.879,95","460.000,00","0,98","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ASIX","ADVANSIX INC","Materialien","Aktien","452.156,40","0,01","452.156,40","17.324,00","26,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","IT","Aktien","452.197,20","0,01","452.197,20","10.504,00","43,05","Vereinigte Staaten","NASDAQ","USD"
"DBG","DERICHEBOURG SA","Industrie","Aktien","452.262,37","0,01","452.262,37","86.377,00","5,24","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Zyklische Konsumgüter ","Aktien","450.971,80","0,01","450.971,80","10.315,00","43,72","Vereinigte Staaten","NASDAQ","USD"
"IBRX","IMMUNITYBIO INC","Gesundheitsversorgung","Aktien","451.197,33","0,01","451.197,33","77.927,00","5,79","Vereinigte Staaten","NASDAQ","USD"
"SIX3","SIXT PREF","Industrie","Aktien","451.295,54","0,01","451.295,54","8.094,00","55,76","Deutschland","Xetra","EUR"
"6472","NTN CORP","Industrie","Aktien","450.808,78","0,01","450.808,78","220.000,00","2,05","Japan","Tokyo Stock Exchange","JPY"
"DIOS","DIOS FASTIGHETER","Immobilien","Aktien","450.253,91","0,01","450.253,91","53.588,00","8,40","Schweden","Nasdaq Omx Nordic","SEK"
"VICR","VICOR CORP","Industrie","Aktien","450.513,36","0,01","450.513,36","12.452,00","36,18","Vereinigte Staaten","NASDAQ","USD"
"7915","NISSHA LTD","IT","Aktien","450.071,50","0,01","450.071,50","36.000,00","12,50","Japan","Tokyo Stock Exchange","JPY"
"MTY","MTY FOOD GROUP INC","Zyklische Konsumgüter ","Aktien","448.928,54","0,01","448.928,54","13.253,00","33,87","Kanada","Toronto Stock Exchange","CAD"
"1926","RAITO KOGYO LTD","Industrie","Aktien","449.073,63","0,01","449.073,63","32.500,00","13,82","Japan","Tokyo Stock Exchange","JPY"
"7718","STAR MICRONICS LTD","Industrie","Aktien","449.004,99","0,01","449.004,99","32.600,00","13,77","Japan","Tokyo Stock Exchange","JPY"
"7616","COLOWIDE LTD","Zyklische Konsumgüter ","Aktien","447.691,23","0,01","447.691,23","35.000,00","12,79","Japan","Tokyo Stock Exchange","JPY"
"JAMF","JAMF HOLDING CORP","IT","Aktien","447.008,00","0,01","447.008,00","24.400,00","18,32","Vereinigte Staaten","NASDAQ","USD"
"REG1V","REVENIO GROUP","Gesundheitsversorgung","Aktien","446.800,15","0,01","446.800,15","14.246,00","31,36","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"SEMR","SEMRUSH HOLDINGS INC CLASS A","IT","Aktien","445.454,24","0,01","445.454,24","32.186,00","13,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GDRX","GOODRX HOLDINGS INC CLASS A","Gesundheitsversorgung","Aktien","444.575,50","0,01","444.575,50","52.303,00","8,50","Vereinigte Staaten","NASDAQ","USD"
"PHARM","PHARMING GROUP NV","Gesundheitsversorgung","Aktien","444.894,05","0,01","444.894,05","534.032,00","0,83","Niederlande","Euronext Amsterdam","EUR"
"FLOW","FLOW TRADERS LTD","Financials","Aktien","444.294,76","0,01","444.294,76","20.933,00","21,22","Niederlande","Euronext Amsterdam","EUR"
"6995","TOKAI RIKA LTD","Zyklische Konsumgüter ","Aktien","443.344,46","0,01","443.344,46","33.600,00","13,19","Japan","Tokyo Stock Exchange","JPY"
"5481","SANYO SPECIAL STEEL LTD","Materialien","Aktien","442.331,33","0,01","442.331,33","33.800,00","13,09","Japan","Tokyo Stock Exchange","JPY"
"DEC","DIVERSIFIED ENERGY COMPANY PLC","Energie","Aktien","441.724,38","0,01","441.724,38","27.013,00","16,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"8698","MONEX GROUP INC","Financials","Aktien","440.199,57","0,01","440.199,57","98.800,00","4,46","Japan","Tokyo Stock Exchange","JPY"
"CDA","CODAN LTD","IT","Aktien","439.859,42","0,01","439.859,42","54.576,00","8,06","Australien","Asx - All Markets","AUD"
"6755","FUJITSU GENERAL LTD","Zyklische Konsumgüter ","Aktien","439.951,70","0,01","439.951,70","33.700,00","13,05","Japan","Tokyo Stock Exchange","JPY"
"9409","TV ASAHI HOLDINGS CORP","Kommunikation","Aktien","440.072,46","0,01","440.072,46","32.400,00","13,58","Japan","Tokyo Stock Exchange","JPY"
"IPO","IP GROUP PLC","Financials","Aktien","439.483,10","0,01","439.483,10","819.878,00","0,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"CXB","CALIBRE MINING CORP","Materialien","Aktien","438.922,11","0,01","438.922,11","293.853,00","1,49","Kanada","Toronto Stock Exchange","CAD"
"ASHM","ASHMORE GROUP PLC","Financials","Aktien","438.230,70","0,01","438.230,70","199.459,00","2,20","Vereinigtes Königreich","London Stock Exchange","GBP"
"BRKL","BROOKLINE BANCORP INC","Financials","Aktien","438.350,85","0,01","438.350,85","43.617,00","10,05","Vereinigte Staaten","NASDAQ","USD"
"CDA","COMPAGNIE DES ALPES SA","Zyklische Konsumgüter ","Aktien","436.586,72","0,01","436.586,72","29.306,00","14,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"JBLU","JETBLUE AIRWAYS CORP","Industrie","Aktien","435.164,60","0,01","435.164,60","72.770,00","5,98","Vereinigte Staaten","NASDAQ","USD"
"YOU","YOUGOV PLC","Kommunikation","Aktien","434.611,60","0,01","434.611,60","74.442,00","5,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"2730","EDION CORP","Zyklische Konsumgüter ","Aktien","434.003,88","0,01","434.003,88","39.700,00","10,93","Japan","Tokyo Stock Exchange","JPY"
"7350","OKINAWA FINANCIAL GROUP INC","Financials","Aktien","433.785,24","0,01","433.785,24","25.600,00","16,94","Japan","Tokyo Stock Exchange","JPY"
"TPB","TURNING POINT BRANDS INC","Nichtzyklische Konsumgüter","Aktien","433.419,36","0,01","433.419,36","11.868,00","36,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MOZN","MOBILEZONE HOLDING AG","Zyklische Konsumgüter ","Aktien","432.955,02","0,01","432.955,02","27.597,00","15,69","Schweiz","SIX Swiss Exchange","CHF"
"TTGT","TECHTARGET INC","Kommunikation","Aktien","432.539,66","0,01","432.539,66","13.762,00","31,43","Vereinigte Staaten","NASDAQ","USD"
"NOVA","SUNNOVA ENERGY INTERNATIONAL INC","Versorger","Aktien","431.685,72","0,01","431.685,72","58.494,00","7,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TARS","TARSUS PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","431.936,96","0,01","431.936,96","15.974,00","27,04","Vereinigte Staaten","NASDAQ","USD"
"CQR","CHARTER HALL RETAIL UNITS","Immobilien","Aktien","430.545,00","0,01","430.545,00","192.569,00","2,24","Australien","Asx - All Markets","AUD"
"RDWR","RADWARE LTD","IT","Aktien","430.218,24","0,01","430.218,24","24.224,00","17,76","Israel","NASDAQ","USD"
"8179","ROYAL HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","430.143,96","0,01","430.143,96","27.300,00","15,76","Japan","Tokyo Stock Exchange","JPY"
"4819","DIGITAL GARAGE INC","IT","Aktien","428.849,27","0,01","428.849,27","25.500,00","16,82","Japan","Tokyo Stock Exchange","JPY"
"PCRX","PACIRA BIOSCIENCES INC","Gesundheitsversorgung","Aktien","429.045,50","0,01","429.045,50","22.150,00","19,37","Vereinigte Staaten","NASDAQ","USD"
"SWBI","SMITH WESSON BRANDS INC","Zyklische Konsumgüter ","Aktien","429.001,51","0,01","429.001,51","28.021,00","15,31","Vereinigte Staaten","NASDAQ","USD"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Gesundheitsversorgung","Aktien","427.746,44","0,01","427.746,44","59.081,00","7,24","Vereinigte Staaten","NASDAQ","USD"
"7947","FP CORP","Materialien","Aktien","427.789,43","0,01","427.789,43","27.500,00","15,56","Japan","Tokyo Stock Exchange","JPY"
"8279","YAOKO LTD","Nichtzyklische Konsumgüter","Aktien","427.648,65","0,01","427.648,65","7.300,00","58,58","Japan","Tokyo Stock Exchange","JPY"
"UNFI","UNITED NATURAL FOODS INC","Nichtzyklische Konsumgüter","Aktien","427.470,56","0,01","427.470,56","30.019,00","14,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDRE","CADRE HOLDINGS INC","Industrie","Aktien","427.026,74","0,01","427.026,74","11.339,00","37,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SGR","THE STAR ENTERTAINMENT GROUP LTD","Zyklische Konsumgüter ","Aktien","426.089,31","0,01","426.089,31","1.260.444,00","0,34","Australien","Asx - All Markets","AUD"
"CCP","CREDIT CORP GROUP LTD","Financials","Aktien","425.888,53","0,01","425.888,53","41.747,00","10,20","Australien","Asx - All Markets","AUD"
"9757","FUNAI SOKEN HOLDINGS INC","Industrie","Aktien","423.409,92","0,01","423.409,92","29.900,00","14,16","Japan","Tokyo Stock Exchange","JPY"
"BVB","BORUSSIA DORTMUND","Kommunikation","Aktien","422.039,31","0,01","422.039,31","103.484,00","4,08","Deutschland","Xetra","EUR"
"AG1","AUTO1 GROUP","Zyklische Konsumgüter ","Aktien","421.584,13","0,01","421.584,13","53.768,00","7,84","Deutschland","Xetra","EUR"
"HTG","HUNTING PLC","Energie","Aktien","421.237,06","0,01","421.237,06","76.465,00","5,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"4559","ZERIA PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","421.276,89","0,01","421.276,89","30.800,00","13,68","Japan","Tokyo Stock Exchange","JPY"
"7157","LIFENET INSURANCE","Financials","Aktien","420.732,83","0,01","420.732,83","38.000,00","11,07","Japan","Tokyo Stock Exchange","JPY"
"ANAB","ANAPTYSBIO INC","Gesundheitsversorgung","Aktien","420.137,90","0,01","420.137,90","12.467,00","33,70","Vereinigte Staaten","NASDAQ","USD"
"3167","TOKAI HOLDINGS CORP","Industrie","Aktien","420.280,29","0,01","420.280,29","67.200,00","6,25","Japan","Tokyo Stock Exchange","JPY"
"2678","ASKUL CORP","Zyklische Konsumgüter ","Aktien","419.502,34","0,01","419.502,34","30.900,00","13,58","Japan","Tokyo Stock Exchange","JPY"
"BELL","BELL FOOD GROUP AG","Nichtzyklische Konsumgüter","Aktien","419.355,13","0,01","419.355,13","1.467,00","285,86","Schweiz","SIX Swiss Exchange","CHF"
"6269","MODEC INC","Energie","Aktien","419.560,81","0,01","419.560,81","22.700,00","18,48","Japan","Tokyo Stock Exchange","JPY"
"EVRI","EVERI HOLDINGS INC","Zyklische Konsumgüter ","Aktien","418.461,10","0,01","418.461,10","50.417,00","8,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
